2019-06-23 00:57:39.563411	https://www.encodeproject.org/report/?type=File&lab.title=ENCODE+Processing+Pipeline&status=released&assembly=GRCh38&field=%40id&field=accession&field=dataset&field=assembly&field=output_type&field=technical_replicates&field=biological_replicates&field=href&file_format=bed&output_type%21=peaks&output_type%21=conservative+idr+thresholded+peaks&output_type%21=replicated+peaks&output_type%21=sequence+alignability&output_type%21=methylation+state+at+CpG&output_type%21=methylation+state+at+CHH&output_type%21=methylation+state+at+CHG&output_type%21=enrichment&output_type%21=hotspots&output_type%21=pseudoreplicated+idr+thresholded+peaks&output_type%21=stable+peaks&output_type%21=transcription+start+sites&limit=all
ID	Accession	Dataset	Genome assembly	Output type	Technical replicates	Biological replicates	Download URL
/files/ENCFF561OGS/	ENCFF561OGS	/experiments/ENCSR000BNE/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF561OGS/@@download/ENCFF561OGS.bed.gz
/files/ENCFF562ADR/	ENCFF562ADR	/experiments/ENCSR991ADX/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF562ADR/@@download/ENCFF562ADR.bed.gz
/files/ENCFF562FMQ/	ENCFF562FMQ	/experiments/ENCSR261EDU/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF562FMQ/@@download/ENCFF562FMQ.bed.gz
/files/ENCFF562OAN/	ENCFF562OAN	/experiments/ENCSR418RRF/	GRCh38	optimal idr thresholded peaks	1_1,2_1,2_2	1,2	/files/ENCFF562OAN/@@download/ENCFF562OAN.bed.gz
/files/ENCFF562TIU/	ENCFF562TIU	/experiments/ENCSR791OZM/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF562TIU/@@download/ENCFF562TIU.bed.gz
/files/ENCFF562TUU/	ENCFF562TUU	/experiments/ENCSR000EHP/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF562TUU/@@download/ENCFF562TUU.bed.gz
/files/ENCFF563HRQ/	ENCFF563HRQ	/experiments/ENCSR038DJJ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF563HRQ/@@download/ENCFF563HRQ.bed.gz
/files/ENCFF563LGJ/	ENCFF563LGJ	/experiments/ENCSR635GTR/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF563LGJ/@@download/ENCFF563LGJ.bed.gz
/files/ENCFF563WDZ/	ENCFF563WDZ	/experiments/ENCSR850WUE/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF563WDZ/@@download/ENCFF563WDZ.bed.gz
/files/ENCFF564YAP/	ENCFF564YAP	/experiments/ENCSR000BTK/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF564YAP/@@download/ENCFF564YAP.bed.gz
/files/ENCFF565EUP/	ENCFF565EUP	/experiments/ENCSR598TIR/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF565EUP/@@download/ENCFF565EUP.bed.gz
/files/ENCFF565FCD/	ENCFF565FCD	/experiments/ENCSR000BRW/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF565FCD/@@download/ENCFF565FCD.bed.gz
/files/ENCFF565NIW/	ENCFF565NIW	/experiments/ENCSR146NLL/	GRCh38	optimal idr thresholded peaks	1_1,3_1	1,3	/files/ENCFF565NIW/@@download/ENCFF565NIW.bed.gz
/files/ENCFF565OZT/	ENCFF565OZT	/experiments/ENCSR731AGO/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF565OZT/@@download/ENCFF565OZT.bed.gz
/files/ENCFF565SUC/	ENCFF565SUC	/experiments/ENCSR000BJM/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF565SUC/@@download/ENCFF565SUC.bed.gz
/files/ENCFF565SYH/	ENCFF565SYH	/experiments/ENCSR000ARO/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF565SYH/@@download/ENCFF565SYH.bed.gz
/files/ENCFF566DRL/	ENCFF566DRL	/experiments/ENCSR015TKV/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF566DRL/@@download/ENCFF566DRL.bed.gz
/files/ENCFF566HGU/	ENCFF566HGU	/experiments/ENCSR109YGM/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF566HGU/@@download/ENCFF566HGU.bed.gz
/files/ENCFF566ODC/	ENCFF566ODC	/experiments/ENCSR277OOQ/	GRCh38	peaks and background as input for IDR	2_1,3_1	2,3	/files/ENCFF566ODC/@@download/ENCFF566ODC.bed.gz
/files/ENCFF566YGJ/	ENCFF566YGJ	/experiments/ENCSR439OCL/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF566YGJ/@@download/ENCFF566YGJ.bed.gz
/files/ENCFF567BJI/	ENCFF567BJI	/experiments/ENCSR513XQX/	GRCh38	optimal idr thresholded peaks	2_1,3_1	2,3	/files/ENCFF567BJI/@@download/ENCFF567BJI.bed.gz
/files/ENCFF567GON/	ENCFF567GON	/experiments/ENCSR957KYB/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF567GON/@@download/ENCFF567GON.bed.gz
/files/ENCFF567NFS/	ENCFF567NFS	/experiments/ENCSR000DYR/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF567NFS/@@download/ENCFF567NFS.bed.gz
/files/ENCFF567TSK/	ENCFF567TSK	/experiments/ENCSR888XZK/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF567TSK/@@download/ENCFF567TSK.bed.gz
/files/ENCFF567VBY/	ENCFF567VBY	/experiments/ENCSR000BRS/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF567VBY/@@download/ENCFF567VBY.bed.gz
/files/ENCFF568JHS/	ENCFF568JHS	/experiments/ENCSR697CUP/	GRCh38	peaks and background as input for IDR	1_1,3_1	1,3	/files/ENCFF568JHS/@@download/ENCFF568JHS.bed.gz
/files/ENCFF569CMJ/	ENCFF569CMJ	/experiments/ENCSR547LKC/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF569CMJ/@@download/ENCFF569CMJ.bed.gz
/files/ENCFF569ZCY/	ENCFF569ZCY	/experiments/ENCSR000BSU/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF569ZCY/@@download/ENCFF569ZCY.bed.gz
/files/ENCFF570SZP/	ENCFF570SZP	/experiments/ENCSR448UKK/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF570SZP/@@download/ENCFF570SZP.bed.gz
/files/ENCFF571AQS/	ENCFF571AQS	/experiments/ENCSR412ZDC/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF571AQS/@@download/ENCFF571AQS.bed.gz
/files/ENCFF571FVN/	ENCFF571FVN	/experiments/ENCSR331ORD/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF571FVN/@@download/ENCFF571FVN.bed.gz
/files/ENCFF571GYX/	ENCFF571GYX	/experiments/ENCSR000EEA/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF571GYX/@@download/ENCFF571GYX.bed.gz
/files/ENCFF571REC/	ENCFF571REC	/experiments/ENCSR552PSV/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF571REC/@@download/ENCFF571REC.bed.gz
/files/ENCFF571XNN/	ENCFF571XNN	/experiments/ENCSR468LUO/	GRCh38	peaks and background as input for IDR	1_1,3_1	1,3	/files/ENCFF571XNN/@@download/ENCFF571XNN.bed.gz
/files/ENCFF571YBD/	ENCFF571YBD	/experiments/ENCSR000EGN/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF571YBD/@@download/ENCFF571YBD.bed.gz
/files/ENCFF572MCI/	ENCFF572MCI	/experiments/ENCSR352QSB/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF572MCI/@@download/ENCFF572MCI.bed.gz
/files/ENCFF572OEF/	ENCFF572OEF	/experiments/ENCSR966PJJ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF572OEF/@@download/ENCFF572OEF.bed.gz
/files/ENCFF572OQG/	ENCFF572OQG	/experiments/ENCSR421QXA/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF572OQG/@@download/ENCFF572OQG.bed.gz
/files/ENCFF572OWY/	ENCFF572OWY	/experiments/ENCSR920ASP/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF572OWY/@@download/ENCFF572OWY.bed.gz
/files/ENCFF572RPI/	ENCFF572RPI	/experiments/ENCSR000DZP/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF572RPI/@@download/ENCFF572RPI.bed.gz
/files/ENCFF574GNY/	ENCFF574GNY	/experiments/ENCSR337NQP/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF574GNY/@@download/ENCFF574GNY.bed.gz
/files/ENCFF574HSR/	ENCFF574HSR	/experiments/ENCSR000BMX/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF574HSR/@@download/ENCFF574HSR.bed.gz
/files/ENCFF574QHP/	ENCFF574QHP	/experiments/ENCSR081WLS/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF574QHP/@@download/ENCFF574QHP.bed.gz
/files/ENCFF574WMJ/	ENCFF574WMJ	/experiments/ENCSR125DAD/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF574WMJ/@@download/ENCFF574WMJ.bed.gz
/files/ENCFF575OMV/	ENCFF575OMV	/experiments/ENCSR440COG/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF575OMV/@@download/ENCFF575OMV.bed.gz
/files/ENCFF575VCO/	ENCFF575VCO	/experiments/ENCSR863KUB/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF575VCO/@@download/ENCFF575VCO.bed.gz
/files/ENCFF575WFB/	ENCFF575WFB	/experiments/ENCSR197ALX/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF575WFB/@@download/ENCFF575WFB.bed.gz
/files/ENCFF576BGV/	ENCFF576BGV	/experiments/ENCSR909TSW/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF576BGV/@@download/ENCFF576BGV.bed.gz
/files/ENCFF576BRL/	ENCFF576BRL	/experiments/ENCSR775HFF/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF576BRL/@@download/ENCFF576BRL.bed.gz
/files/ENCFF576KEA/	ENCFF576KEA	/experiments/ENCSR096KWU/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF576KEA/@@download/ENCFF576KEA.bed.gz
/files/ENCFF576KYT/	ENCFF576KYT	/experiments/ENCSR183AXJ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF576KYT/@@download/ENCFF576KYT.bed.gz
/files/ENCFF576YJD/	ENCFF576YJD	/experiments/ENCSR000EWM/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF576YJD/@@download/ENCFF576YJD.bed.gz
/files/ENCFF577EMC/	ENCFF577EMC	/experiments/ENCSR729LGA/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF577EMC/@@download/ENCFF577EMC.bed.gz
/files/ENCFF577FWL/	ENCFF577FWL	/experiments/ENCSR000EXH/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF577FWL/@@download/ENCFF577FWL.bed.gz
/files/ENCFF577LQR/	ENCFF577LQR	/experiments/ENCSR352BJL/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF577LQR/@@download/ENCFF577LQR.bed.gz
/files/ENCFF577WZD/	ENCFF577WZD	/experiments/ENCSR924TVL/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF577WZD/@@download/ENCFF577WZD.bed.gz
/files/ENCFF578EQB/	ENCFF578EQB	/experiments/ENCSR683CSF/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF578EQB/@@download/ENCFF578EQB.bed.gz
/files/ENCFF578FXO/	ENCFF578FXO	/experiments/ENCSR730TBC/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF578FXO/@@download/ENCFF578FXO.bed.gz
/files/ENCFF578NMN/	ENCFF578NMN	/experiments/ENCSR427BBI/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF578NMN/@@download/ENCFF578NMN.bed.gz
/files/ENCFF578ZFO/	ENCFF578ZFO	/experiments/ENCSR669NFS/	GRCh38	peaks and background as input for IDR	3_1,4_1	3,4	/files/ENCFF578ZFO/@@download/ENCFF578ZFO.bed.gz
/files/ENCFF579ETM/	ENCFF579ETM	/experiments/ENCSR000EWN/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF579ETM/@@download/ENCFF579ETM.bed.gz
/files/ENCFF579PZW/	ENCFF579PZW	/experiments/ENCSR462FWS/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF579PZW/@@download/ENCFF579PZW.bed.gz
/files/ENCFF580LRK/	ENCFF580LRK	/experiments/ENCSR878DES/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF580LRK/@@download/ENCFF580LRK.bed.gz
/files/ENCFF582PJO/	ENCFF582PJO	/experiments/ENCSR957KYB/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF582PJO/@@download/ENCFF582PJO.bed.gz
/files/ENCFF583QBZ/	ENCFF583QBZ	/experiments/ENCSR009KLQ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF583QBZ/@@download/ENCFF583QBZ.bed.gz
/files/ENCFF584FLP/	ENCFF584FLP	/experiments/ENCSR000BIQ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF584FLP/@@download/ENCFF584FLP.bed.gz
/files/ENCFF584NKE/	ENCFF584NKE	/experiments/ENCSR546IHU/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF584NKE/@@download/ENCFF584NKE.bed.gz
/files/ENCFF584PVO/	ENCFF584PVO	/experiments/ENCSR810WXH/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF584PVO/@@download/ENCFF584PVO.bed.gz
/files/ENCFF584SCO/	ENCFF584SCO	/experiments/ENCSR222MYK/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF584SCO/@@download/ENCFF584SCO.bed.gz
/files/ENCFF584SNZ/	ENCFF584SNZ	/experiments/ENCSR349TZO/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF584SNZ/@@download/ENCFF584SNZ.bed.gz
/files/ENCFF585YJH/	ENCFF585YJH	/experiments/ENCSR975SSR/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF585YJH/@@download/ENCFF585YJH.bed.gz
/files/ENCFF586QIP/	ENCFF586QIP	/experiments/ENCSR000BME/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF586QIP/@@download/ENCFF586QIP.bed.gz
/files/ENCFF586ZIX/	ENCFF586ZIX	/experiments/ENCSR065WUF/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF586ZIX/@@download/ENCFF586ZIX.bed.gz
/files/ENCFF587BJK/	ENCFF587BJK	/experiments/ENCSR000BJZ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF587BJK/@@download/ENCFF587BJK.bed.gz
/files/ENCFF587DOH/	ENCFF587DOH	/experiments/ENCSR000AOA/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF587DOH/@@download/ENCFF587DOH.bed.gz
/files/ENCFF587PBU/	ENCFF587PBU	/experiments/ENCSR314BBS/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF587PBU/@@download/ENCFF587PBU.bed.gz
/files/ENCFF587POH/	ENCFF587POH	/experiments/ENCSR293QAR/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF587POH/@@download/ENCFF587POH.bed.gz
/files/ENCFF587VEY/	ENCFF587VEY	/experiments/ENCSR000BRF/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF587VEY/@@download/ENCFF587VEY.bed.gz
/files/ENCFF588ASX/	ENCFF588ASX	/experiments/ENCSR968GIB/	GRCh38	peaks and background as input for IDR	3_1,4_1	3,4	/files/ENCFF588ASX/@@download/ENCFF588ASX.bed.gz
/files/ENCFF588EZF/	ENCFF588EZF	/experiments/ENCSR494PWZ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF588EZF/@@download/ENCFF588EZF.bed.gz
/files/ENCFF588MSD/	ENCFF588MSD	/experiments/ENCSR756ZKG/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF588MSD/@@download/ENCFF588MSD.bed.gz
/files/ENCFF589GSN/	ENCFF589GSN	/experiments/ENCSR000BMC/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF589GSN/@@download/ENCFF589GSN.bed.gz
/files/ENCFF589MVU/	ENCFF589MVU	/experiments/ENCSR309ELI/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF589MVU/@@download/ENCFF589MVU.bed.gz
/files/ENCFF589OOF/	ENCFF589OOF	/experiments/ENCSR711SNW/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF589OOF/@@download/ENCFF589OOF.bed.gz
/files/ENCFF591ANX/	ENCFF591ANX	/experiments/ENCSR711SNW/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF591ANX/@@download/ENCFF591ANX.bed.gz
/files/ENCFF591NGE/	ENCFF591NGE	/experiments/ENCSR729HVR/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF591NGE/@@download/ENCFF591NGE.bed.gz
/files/ENCFF592GWM/	ENCFF592GWM	/experiments/ENCSR486IFJ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF592GWM/@@download/ENCFF592GWM.bed.gz
/files/ENCFF592LPO/	ENCFF592LPO	/experiments/ENCSR469WII/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF592LPO/@@download/ENCFF592LPO.bed.gz
/files/ENCFF593EOW/	ENCFF593EOW	/experiments/ENCSR563FBT/	GRCh38	optimal idr thresholded peaks	2_1,3_1	2,3	/files/ENCFF593EOW/@@download/ENCFF593EOW.bed.gz
/files/ENCFF593OOT/	ENCFF593OOT	/experiments/ENCSR000BIM/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF593OOT/@@download/ENCFF593OOT.bed.gz
/files/ENCFF593YVU/	ENCFF593YVU	/experiments/ENCSR563YDA/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF593YVU/@@download/ENCFF593YVU.bed.gz
/files/ENCFF593ZJA/	ENCFF593ZJA	/experiments/ENCSR000BPZ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF593ZJA/@@download/ENCFF593ZJA.bed.gz
/files/ENCFF594OZI/	ENCFF594OZI	/experiments/ENCSR000DQD/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF594OZI/@@download/ENCFF594OZI.bed.gz
/files/ENCFF594UAB/	ENCFF594UAB	/experiments/ENCSR419KSZ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF594UAB/@@download/ENCFF594UAB.bed.gz
/files/ENCFF595ZFJ/	ENCFF595ZFJ	/experiments/ENCSR000EFP/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF595ZFJ/@@download/ENCFF595ZFJ.bed.gz
/files/ENCFF596JDS/	ENCFF596JDS	/experiments/ENCSR742TMU/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF596JDS/@@download/ENCFF596JDS.bed.gz
/files/ENCFF596JYU/	ENCFF596JYU	/experiments/ENCSR041XML/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF596JYU/@@download/ENCFF596JYU.bed.gz
/files/ENCFF596KQL/	ENCFF596KQL	/experiments/ENCSR897RVP/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF596KQL/@@download/ENCFF596KQL.bed.gz
/files/ENCFF597KMH/	ENCFF597KMH	/experiments/ENCSR000EWY/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF597KMH/@@download/ENCFF597KMH.bed.gz
/files/ENCFF597PND/	ENCFF597PND	/experiments/ENCSR088HZI/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF597PND/@@download/ENCFF597PND.bed.gz
/files/ENCFF598JNV/	ENCFF598JNV	/experiments/ENCSR636EYA/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF598JNV/@@download/ENCFF598JNV.bed.gz
/files/ENCFF599CBB/	ENCFF599CBB	/experiments/ENCSR718SDE/	GRCh38	optimal idr thresholded peaks	2_1,3_1	2,3	/files/ENCFF599CBB/@@download/ENCFF599CBB.bed.gz
/files/ENCFF599NBE/	ENCFF599NBE	/experiments/ENCSR751PNN/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF599NBE/@@download/ENCFF599NBE.bed.gz
/files/ENCFF599TOC/	ENCFF599TOC	/experiments/ENCSR557JTZ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF599TOC/@@download/ENCFF599TOC.bed.gz
/files/ENCFF599TWF/	ENCFF599TWF	/experiments/ENCSR382PVA/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF599TWF/@@download/ENCFF599TWF.bed.gz
/files/ENCFF600CYD/	ENCFF600CYD	/experiments/ENCSR000DSU/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF600CYD/@@download/ENCFF600CYD.bed.gz
/files/ENCFF600GQL/	ENCFF600GQL	/experiments/ENCSR000BIF/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF600GQL/@@download/ENCFF600GQL.bed.gz
/files/ENCFF600HPZ/	ENCFF600HPZ	/experiments/ENCSR120MPG/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF600HPZ/@@download/ENCFF600HPZ.bed.gz
/files/ENCFF600ROI/	ENCFF600ROI	/experiments/ENCSR178NTX/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF600ROI/@@download/ENCFF600ROI.bed.gz
/files/ENCFF600USA/	ENCFF600USA	/experiments/ENCSR099NCH/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF600USA/@@download/ENCFF600USA.bed.gz
/files/ENCFF601AAB/	ENCFF601AAB	/experiments/ENCSR000DYE/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF601AAB/@@download/ENCFF601AAB.bed.gz
/files/ENCFF601MPV/	ENCFF601MPV	/experiments/ENCSR000DKZ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF601MPV/@@download/ENCFF601MPV.bed.gz
/files/ENCFF601PCW/	ENCFF601PCW	/experiments/ENCSR899GSH/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF601PCW/@@download/ENCFF601PCW.bed.gz
/files/ENCFF601RBH/	ENCFF601RBH	/experiments/ENCSR895HSJ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF601RBH/@@download/ENCFF601RBH.bed.gz
/files/ENCFF602BIH/	ENCFF602BIH	/experiments/ENCSR000BJJ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF602BIH/@@download/ENCFF602BIH.bed.gz
/files/ENCFF602FXU/	ENCFF602FXU	/experiments/ENCSR077DKV/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF602FXU/@@download/ENCFF602FXU.bed.gz
/files/ENCFF602KKP/	ENCFF602KKP	/experiments/ENCSR924GRG/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF602KKP/@@download/ENCFF602KKP.bed.gz
/files/ENCFF603BID/	ENCFF603BID	/experiments/ENCSR009MBP/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF603BID/@@download/ENCFF603BID.bed.gz
/files/ENCFF603SXI/	ENCFF603SXI	/experiments/ENCSR079WHK/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF603SXI/@@download/ENCFF603SXI.bed.gz
/files/ENCFF604AVO/	ENCFF604AVO	/experiments/ENCSR567XAM/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF604AVO/@@download/ENCFF604AVO.bed.gz
/files/ENCFF604AZX/	ENCFF604AZX	/experiments/ENCSR408JQO/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF604AZX/@@download/ENCFF604AZX.bed.gz
/files/ENCFF604PYY/	ENCFF604PYY	/experiments/ENCSR715CCR/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF604PYY/@@download/ENCFF604PYY.bed.gz
/files/ENCFF604RNE/	ENCFF604RNE	/experiments/ENCSR706YUH/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF604RNE/@@download/ENCFF604RNE.bed.gz
/files/ENCFF605JXG/	ENCFF605JXG	/experiments/ENCSR623KNM/	GRCh38	optimal idr thresholded peaks	1_1,3_1	1,3	/files/ENCFF605JXG/@@download/ENCFF605JXG.bed.gz
/files/ENCFF605WXD/	ENCFF605WXD	/experiments/ENCSR000EGS/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF605WXD/@@download/ENCFF605WXD.bed.gz
/files/ENCFF606EUI/	ENCFF606EUI	/experiments/ENCSR093FKD/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF606EUI/@@download/ENCFF606EUI.bed.gz
/files/ENCFF606SHP/	ENCFF606SHP	/experiments/ENCSR707IUN/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF606SHP/@@download/ENCFF606SHP.bed.gz
/files/ENCFF606VTZ/	ENCFF606VTZ	/experiments/ENCSR000BLD/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF606VTZ/@@download/ENCFF606VTZ.bed.gz
/files/ENCFF607TIV/	ENCFF607TIV	/experiments/ENCSR516VQK/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF607TIV/@@download/ENCFF607TIV.bed.gz
/files/ENCFF607WCG/	ENCFF607WCG	/experiments/ENCSR000AQC/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF607WCG/@@download/ENCFF607WCG.bed.gz
/files/ENCFF608ADT/	ENCFF608ADT	/experiments/ENCSR283DOU/	GRCh38	peaks and background as input for IDR	2_1,3_1	2,3	/files/ENCFF608ADT/@@download/ENCFF608ADT.bed.gz
