2019-06-23 00:57:39.563411	https://www.encodeproject.org/report/?type=File&lab.title=ENCODE+Processing+Pipeline&status=released&assembly=GRCh38&field=%40id&field=accession&field=dataset&field=assembly&field=output_type&field=technical_replicates&field=biological_replicates&field=href&file_format=bed&output_type%21=peaks&output_type%21=conservative+idr+thresholded+peaks&output_type%21=replicated+peaks&output_type%21=sequence+alignability&output_type%21=methylation+state+at+CpG&output_type%21=methylation+state+at+CHH&output_type%21=methylation+state+at+CHG&output_type%21=enrichment&output_type%21=hotspots&output_type%21=pseudoreplicated+idr+thresholded+peaks&output_type%21=stable+peaks&output_type%21=transcription+start+sites&limit=all
ID	Accession	Dataset	Genome assembly	Output type	Technical replicates	Biological replicates	Download URL
/files/ENCFF237KOH/	ENCFF237KOH	/experiments/ENCSR000DYV/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF237KOH/@@download/ENCFF237KOH.bed.gz
/files/ENCFF237RPL/	ENCFF237RPL	/experiments/ENCSR000DJZ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF237RPL/@@download/ENCFF237RPL.bed.gz
/files/ENCFF237SGW/	ENCFF237SGW	/experiments/ENCSR185QFX/	GRCh38	optimal idr thresholded peaks	2_1,3_1	2,3	/files/ENCFF237SGW/@@download/ENCFF237SGW.bed.gz
/files/ENCFF238OFT/	ENCFF238OFT	/experiments/ENCSR919CZU/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF238OFT/@@download/ENCFF238OFT.bed.gz
/files/ENCFF238RWM/	ENCFF238RWM	/experiments/ENCSR000BHM/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF238RWM/@@download/ENCFF238RWM.bed.gz
/files/ENCFF239IHC/	ENCFF239IHC	/experiments/ENCSR000DQW/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF239IHC/@@download/ENCFF239IHC.bed.gz
/files/ENCFF239LRW/	ENCFF239LRW	/experiments/ENCSR771GTF/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF239LRW/@@download/ENCFF239LRW.bed.gz
/files/ENCFF239OQV/	ENCFF239OQV	/experiments/ENCSR000DRZ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF239OQV/@@download/ENCFF239OQV.bed.gz
/files/ENCFF239WFN/	ENCFF239WFN	/experiments/ENCSR000EGA/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF239WFN/@@download/ENCFF239WFN.bed.gz
/files/ENCFF240RWH/	ENCFF240RWH	/experiments/ENCSR777YSB/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF240RWH/@@download/ENCFF240RWH.bed.gz
/files/ENCFF241JAR/	ENCFF241JAR	/experiments/ENCSR011CIR/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF241JAR/@@download/ENCFF241JAR.bed.gz
/files/ENCFF241NZQ/	ENCFF241NZQ	/experiments/ENCSR412CTM/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF241NZQ/@@download/ENCFF241NZQ.bed.gz
/files/ENCFF241RGJ/	ENCFF241RGJ	/experiments/ENCSR000BRM/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF241RGJ/@@download/ENCFF241RGJ.bed.gz
/files/ENCFF241XAF/	ENCFF241XAF	/experiments/ENCSR382GSF/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF241XAF/@@download/ENCFF241XAF.bed.gz
/files/ENCFF242XTM/	ENCFF242XTM	/experiments/ENCSR854JES/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF242XTM/@@download/ENCFF242XTM.bed.gz
/files/ENCFF243CQL/	ENCFF243CQL	/experiments/ENCSR338MMB/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF243CQL/@@download/ENCFF243CQL.bed.gz
/files/ENCFF243GOG/	ENCFF243GOG	/experiments/ENCSR347NOB/	GRCh38	optimal idr thresholded peaks	1_1,3_1	1,3	/files/ENCFF243GOG/@@download/ENCFF243GOG.bed.gz
/files/ENCFF243PSJ/	ENCFF243PSJ	/experiments/ENCSR000BLU/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF243PSJ/@@download/ENCFF243PSJ.bed.gz
/files/ENCFF243QTL/	ENCFF243QTL	/experiments/ENCSR000EGZ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF243QTL/@@download/ENCFF243QTL.bed.gz
/files/ENCFF244DDU/	ENCFF244DDU	/experiments/ENCSR776CYN/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF244DDU/@@download/ENCFF244DDU.bed.gz
/files/ENCFF244MBI/	ENCFF244MBI	/experiments/ENCSR487LUQ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF244MBI/@@download/ENCFF244MBI.bed.gz
/files/ENCFF245CGQ/	ENCFF245CGQ	/experiments/ENCSR966YYJ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF245CGQ/@@download/ENCFF245CGQ.bed.gz
/files/ENCFF245GRN/	ENCFF245GRN	/experiments/ENCSR558OMR/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF245GRN/@@download/ENCFF245GRN.bed.gz
/files/ENCFF245LRG/	ENCFF245LRG	/experiments/ENCSR000BME/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF245LRG/@@download/ENCFF245LRG.bed.gz
/files/ENCFF245UXM/	ENCFF245UXM	/experiments/ENCSR000EBT/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF245UXM/@@download/ENCFF245UXM.bed.gz
/files/ENCFF246HKM/	ENCFF246HKM	/experiments/ENCSR000BSK/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF246HKM/@@download/ENCFF246HKM.bed.gz
/files/ENCFF246PNH/	ENCFF246PNH	/experiments/ENCSR000DYP/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF246PNH/@@download/ENCFF246PNH.bed.gz
/files/ENCFF246QVY/	ENCFF246QVY	/experiments/ENCSR000BGO/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF246QVY/@@download/ENCFF246QVY.bed.gz
/files/ENCFF246RSB/	ENCFF246RSB	/experiments/ENCSR431TLD/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF246RSB/@@download/ENCFF246RSB.bed.gz
/files/ENCFF246SCF/	ENCFF246SCF	/experiments/ENCSR412QBS/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF246SCF/@@download/ENCFF246SCF.bed.gz
/files/ENCFF246ZMG/	ENCFF246ZMG	/experiments/ENCSR465XQW/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF246ZMG/@@download/ENCFF246ZMG.bed.gz
/files/ENCFF247GXE/	ENCFF247GXE	/experiments/ENCSR000EDP/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF247GXE/@@download/ENCFF247GXE.bed.gz
/files/ENCFF247KYG/	ENCFF247KYG	/experiments/ENCSR705ASR/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF247KYG/@@download/ENCFF247KYG.bed.gz
/files/ENCFF247LOF/	ENCFF247LOF	/experiments/ENCSR000BNW/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF247LOF/@@download/ENCFF247LOF.bed.gz
/files/ENCFF247MHT/	ENCFF247MHT	/experiments/ENCSR000BNQ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF247MHT/@@download/ENCFF247MHT.bed.gz
/files/ENCFF247ULP/	ENCFF247ULP	/experiments/ENCSR011PEI/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF247ULP/@@download/ENCFF247ULP.bed.gz
/files/ENCFF247VVK/	ENCFF247VVK	/experiments/ENCSR864KNH/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF247VVK/@@download/ENCFF247VVK.bed.gz
/files/ENCFF248HIX/	ENCFF248HIX	/experiments/ENCSR000EZV/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF248HIX/@@download/ENCFF248HIX.bed.gz
/files/ENCFF248NVZ/	ENCFF248NVZ	/experiments/ENCSR179SAO/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF248NVZ/@@download/ENCFF248NVZ.bed.gz
/files/ENCFF248OEO/	ENCFF248OEO	/experiments/ENCSR000DMF/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF248OEO/@@download/ENCFF248OEO.bed.gz
/files/ENCFF249SIN/	ENCFF249SIN	/experiments/ENCSR751CJG/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF249SIN/@@download/ENCFF249SIN.bed.gz
/files/ENCFF249SVT/	ENCFF249SVT	/experiments/ENCSR000DZQ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF249SVT/@@download/ENCFF249SVT.bed.gz
/files/ENCFF249TYS/	ENCFF249TYS	/experiments/ENCSR822CCM/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF249TYS/@@download/ENCFF249TYS.bed.gz
/files/ENCFF250UEQ/	ENCFF250UEQ	/experiments/ENCSR626QJQ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF250UEQ/@@download/ENCFF250UEQ.bed.gz
/files/ENCFF251CRY/	ENCFF251CRY	/experiments/ENCSR021DJC/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF251CRY/@@download/ENCFF251CRY.bed.gz
/files/ENCFF251KNS/	ENCFF251KNS	/experiments/ENCSR000BGO/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF251KNS/@@download/ENCFF251KNS.bed.gz
/files/ENCFF251TUO/	ENCFF251TUO	/experiments/ENCSR092OVN/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF251TUO/@@download/ENCFF251TUO.bed.gz
/files/ENCFF251YZN/	ENCFF251YZN	/experiments/ENCSR582ZOA/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF251YZN/@@download/ENCFF251YZN.bed.gz
/files/ENCFF252CVY/	ENCFF252CVY	/experiments/ENCSR327RFM/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF252CVY/@@download/ENCFF252CVY.bed.gz
/files/ENCFF252QHX/	ENCFF252QHX	/experiments/ENCSR950NAZ/	GRCh38	peaks and background as input for IDR	3_1,4_1	3,4	/files/ENCFF252QHX/@@download/ENCFF252QHX.bed.gz
/files/ENCFF253CWZ/	ENCFF253CWZ	/experiments/ENCSR396SOH/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF253CWZ/@@download/ENCFF253CWZ.bed.gz
/files/ENCFF253DSF/	ENCFF253DSF	/experiments/ENCSR656SIB/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF253DSF/@@download/ENCFF253DSF.bed.gz
/files/ENCFF253EID/	ENCFF253EID	/experiments/ENCSR071YVR/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF253EID/@@download/ENCFF253EID.bed.gz
/files/ENCFF253WCQ/	ENCFF253WCQ	/experiments/ENCSR703KWN/	GRCh38	optimal idr thresholded peaks	1_1,2_1,2_2	1,2	/files/ENCFF253WCQ/@@download/ENCFF253WCQ.bed.gz
/files/ENCFF254MED/	ENCFF254MED	/experiments/ENCSR000EXG/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF254MED/@@download/ENCFF254MED.bed.gz
/files/ENCFF254QDM/	ENCFF254QDM	/experiments/ENCSR336DXE/	GRCh38	optimal idr thresholded peaks	2_1,3_1	2,3	/files/ENCFF254QDM/@@download/ENCFF254QDM.bed.gz
/files/ENCFF254XZF/	ENCFF254XZF	/experiments/ENCSR819ATC/	GRCh38	peaks and background as input for IDR	1_1,3_1	1,3	/files/ENCFF254XZF/@@download/ENCFF254XZF.bed.gz
/files/ENCFF255FRL/	ENCFF255FRL	/experiments/ENCSR000ECE/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF255FRL/@@download/ENCFF255FRL.bed.gz
/files/ENCFF255IQC/	ENCFF255IQC	/experiments/ENCSR000BIU/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF255IQC/@@download/ENCFF255IQC.bed.gz
/files/ENCFF255WJM/	ENCFF255WJM	/experiments/ENCSR934NHU/	GRCh38	optimal idr thresholded peaks	1_1,1_2,2_1	1,2	/files/ENCFF255WJM/@@download/ENCFF255WJM.bed.gz
/files/ENCFF256CVB/	ENCFF256CVB	/experiments/ENCSR975SSR/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF256CVB/@@download/ENCFF256CVB.bed.gz
/files/ENCFF256FBL/	ENCFF256FBL	/experiments/ENCSR986CDX/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF256FBL/@@download/ENCFF256FBL.bed.gz
/files/ENCFF256LDD/	ENCFF256LDD	/experiments/ENCSR481YWD/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF256LDD/@@download/ENCFF256LDD.bed.gz
/files/ENCFF256RXW/	ENCFF256RXW	/experiments/ENCSR000EGP/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF256RXW/@@download/ENCFF256RXW.bed.gz
/files/ENCFF257ADA/	ENCFF257ADA	/experiments/ENCSR669GUM/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF257ADA/@@download/ENCFF257ADA.bed.gz
/files/ENCFF257JTS/	ENCFF257JTS	/experiments/ENCSR662EOU/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF257JTS/@@download/ENCFF257JTS.bed.gz
/files/ENCFF257QND/	ENCFF257QND	/experiments/ENCSR445ACU/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF257QND/@@download/ENCFF257QND.bed.gz
/files/ENCFF258CRO/	ENCFF258CRO	/experiments/ENCSR278JQG/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF258CRO/@@download/ENCFF258CRO.bed.gz
/files/ENCFF258PUP/	ENCFF258PUP	/experiments/ENCSR858FAN/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF258PUP/@@download/ENCFF258PUP.bed.gz
/files/ENCFF258ZVN/	ENCFF258ZVN	/experiments/ENCSR757EMK/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF258ZVN/@@download/ENCFF258ZVN.bed.gz
/files/ENCFF259BJR/	ENCFF259BJR	/experiments/ENCSR066EBK/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF259BJR/@@download/ENCFF259BJR.bed.gz
/files/ENCFF259HUS/	ENCFF259HUS	/experiments/ENCSR594SMP/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF259HUS/@@download/ENCFF259HUS.bed.gz
/files/ENCFF259KAD/	ENCFF259KAD	/experiments/ENCSR634OAQ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF259KAD/@@download/ENCFF259KAD.bed.gz
/files/ENCFF259LBW/	ENCFF259LBW	/experiments/ENCSR757EKM/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF259LBW/@@download/ENCFF259LBW.bed.gz
/files/ENCFF259LNG/	ENCFF259LNG	/experiments/ENCSR000DZW/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF259LNG/@@download/ENCFF259LNG.bed.gz
/files/ENCFF260CBQ/	ENCFF260CBQ	/experiments/ENCSR695EQB/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF260CBQ/@@download/ENCFF260CBQ.bed.gz
/files/ENCFF260KLJ/	ENCFF260KLJ	/experiments/ENCSR000ATC/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF260KLJ/@@download/ENCFF260KLJ.bed.gz
/files/ENCFF260NAX/	ENCFF260NAX	/experiments/ENCSR000DNQ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF260NAX/@@download/ENCFF260NAX.bed.gz
/files/ENCFF261BEX/	ENCFF261BEX	/experiments/ENCSR000BIO/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF261BEX/@@download/ENCFF261BEX.bed.gz
/files/ENCFF261IAG/	ENCFF261IAG	/experiments/ENCSR950ACO/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF261IAG/@@download/ENCFF261IAG.bed.gz
/files/ENCFF261PAC/	ENCFF261PAC	/experiments/ENCSR945NFL/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF261PAC/@@download/ENCFF261PAC.bed.gz
/files/ENCFF262GOA/	ENCFF262GOA	/experiments/ENCSR149ZBI/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF262GOA/@@download/ENCFF262GOA.bed.gz
/files/ENCFF262RFD/	ENCFF262RFD	/experiments/ENCSR000BQK/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF262RFD/@@download/ENCFF262RFD.bed.gz
/files/ENCFF262TMM/	ENCFF262TMM	/experiments/ENCSR797SWM/	GRCh38	optimal idr thresholded peaks	3_1,4_1	3,4	/files/ENCFF262TMM/@@download/ENCFF262TMM.bed.gz
/files/ENCFF262WGY/	ENCFF262WGY	/experiments/ENCSR725VFL/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF262WGY/@@download/ENCFF262WGY.bed.gz
/files/ENCFF262ZOT/	ENCFF262ZOT	/experiments/ENCSR000DXW/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF262ZOT/@@download/ENCFF262ZOT.bed.gz
/files/ENCFF263GKU/	ENCFF263GKU	/experiments/ENCSR732PJX/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF263GKU/@@download/ENCFF263GKU.bed.gz
/files/ENCFF264FDU/	ENCFF264FDU	/experiments/ENCSR703TNG/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF264FDU/@@download/ENCFF264FDU.bed.gz
/files/ENCFF264KUD/	ENCFF264KUD	/experiments/ENCSR897MYK/	GRCh38	peaks and background as input for IDR	2_1,3_1	2,3	/files/ENCFF264KUD/@@download/ENCFF264KUD.bed.gz
/files/ENCFF264RDR/	ENCFF264RDR	/experiments/ENCSR038XIA/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF264RDR/@@download/ENCFF264RDR.bed.gz
/files/ENCFF265AHI/	ENCFF265AHI	/experiments/ENCSR632DCH/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF265AHI/@@download/ENCFF265AHI.bed.gz
/files/ENCFF265LNU/	ENCFF265LNU	/experiments/ENCSR517DDU/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF265LNU/@@download/ENCFF265LNU.bed.gz
/files/ENCFF265QBK/	ENCFF265QBK	/experiments/ENCSR006GAQ/	GRCh38	peaks and background as input for IDR	2_1,3_1	2,3	/files/ENCFF265QBK/@@download/ENCFF265QBK.bed.gz
/files/ENCFF265QXK/	ENCFF265QXK	/experiments/ENCSR787RVK/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF265QXK/@@download/ENCFF265QXK.bed.gz
/files/ENCFF266CSZ/	ENCFF266CSZ	/experiments/ENCSR760UKJ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF266CSZ/@@download/ENCFF266CSZ.bed.gz
/files/ENCFF266OPF/	ENCFF266OPF	/experiments/ENCSR000EGF/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF266OPF/@@download/ENCFF266OPF.bed.gz
/files/ENCFF266OPP/	ENCFF266OPP	/experiments/ENCSR298JCG/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF266OPP/@@download/ENCFF266OPP.bed.gz
/files/ENCFF266WKV/	ENCFF266WKV	/experiments/ENCSR874AFU/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF266WKV/@@download/ENCFF266WKV.bed.gz
/files/ENCFF267DZF/	ENCFF267DZF	/experiments/ENCSR887MXT/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF267DZF/@@download/ENCFF267DZF.bed.gz
/files/ENCFF267XIN/	ENCFF267XIN	/experiments/ENCSR217QCK/	GRCh38	peaks and background as input for IDR	2_1,3_1	2,3	/files/ENCFF267XIN/@@download/ENCFF267XIN.bed.gz
/files/ENCFF268KZF/	ENCFF268KZF	/experiments/ENCSR277DMR/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF268KZF/@@download/ENCFF268KZF.bed.gz
/files/ENCFF269CDX/	ENCFF269CDX	/experiments/ENCSR859BMR/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF269CDX/@@download/ENCFF269CDX.bed.gz
/files/ENCFF269KPU/	ENCFF269KPU	/experiments/ENCSR170DNV/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF269KPU/@@download/ENCFF269KPU.bed.gz
/files/ENCFF269RME/	ENCFF269RME	/experiments/ENCSR135ANT/	GRCh38	optimal idr thresholded peaks	1_1,3_1	1,3	/files/ENCFF269RME/@@download/ENCFF269RME.bed.gz
/files/ENCFF269WRB/	ENCFF269WRB	/experiments/ENCSR325RLL/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF269WRB/@@download/ENCFF269WRB.bed.gz
/files/ENCFF269WSX/	ENCFF269WSX	/experiments/ENCSR744WOO/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF269WSX/@@download/ENCFF269WSX.bed.gz
/files/ENCFF270BVJ/	ENCFF270BVJ	/experiments/ENCSR085DDI/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF270BVJ/@@download/ENCFF270BVJ.bed.gz
/files/ENCFF270KRH/	ENCFF270KRH	/experiments/ENCSR417VWF/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF270KRH/@@download/ENCFF270KRH.bed.gz
/files/ENCFF270NAL/	ENCFF270NAL	/experiments/ENCSR000DZF/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF270NAL/@@download/ENCFF270NAL.bed.gz
/files/ENCFF271NEP/	ENCFF271NEP	/experiments/ENCSR603XLW/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF271NEP/@@download/ENCFF271NEP.bed.gz
/files/ENCFF271QTZ/	ENCFF271QTZ	/experiments/ENCSR145TSJ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF271QTZ/@@download/ENCFF271QTZ.bed.gz
/files/ENCFF271RGE/	ENCFF271RGE	/experiments/ENCSR000EUU/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF271RGE/@@download/ENCFF271RGE.bed.gz
/files/ENCFF271XRG/	ENCFF271XRG	/experiments/ENCSR818DQV/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF271XRG/@@download/ENCFF271XRG.bed.gz
/files/ENCFF271YEG/	ENCFF271YEG	/experiments/ENCSR000DZV/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF271YEG/@@download/ENCFF271YEG.bed.gz
/files/ENCFF272HTB/	ENCFF272HTB	/experiments/ENCSR000BJT/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF272HTB/@@download/ENCFF272HTB.bed.gz
/files/ENCFF272LLG/	ENCFF272LLG	/experiments/ENCSR737LTZ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF272LLG/@@download/ENCFF272LLG.bed.gz
/files/ENCFF272PSH/	ENCFF272PSH	/experiments/ENCSR742IDN/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF272PSH/@@download/ENCFF272PSH.bed.gz
/files/ENCFF272TLJ/	ENCFF272TLJ	/experiments/ENCSR100UQX/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF272TLJ/@@download/ENCFF272TLJ.bed.gz
/files/ENCFF272WMM/	ENCFF272WMM	/experiments/ENCSR000BOT/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF272WMM/@@download/ENCFF272WMM.bed.gz
/files/ENCFF273HTX/	ENCFF273HTX	/experiments/ENCSR303GFI/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF273HTX/@@download/ENCFF273HTX.bed.gz
/files/ENCFF273XOJ/	ENCFF273XOJ	/experiments/ENCSR000BMR/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF273XOJ/@@download/ENCFF273XOJ.bed.gz
/files/ENCFF274BBE/	ENCFF274BBE	/experiments/ENCSR000BGF/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF274BBE/@@download/ENCFF274BBE.bed.gz
/files/ENCFF274DYJ/	ENCFF274DYJ	/experiments/ENCSR909TSW/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF274DYJ/@@download/ENCFF274DYJ.bed.gz
/files/ENCFF274HXX/	ENCFF274HXX	/experiments/ENCSR020UPN/	GRCh38	peaks and background as input for IDR	2_1,3_1	2,3	/files/ENCFF274HXX/@@download/ENCFF274HXX.bed.gz
/files/ENCFF274KYK/	ENCFF274KYK	/experiments/ENCSR283ZRI/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF274KYK/@@download/ENCFF274KYK.bed.gz
/files/ENCFF274WAV/	ENCFF274WAV	/experiments/ENCSR618GDK/	GRCh38	peaks and background as input for IDR	1_1,4_1	1,4	/files/ENCFF274WAV/@@download/ENCFF274WAV.bed.gz
/files/ENCFF275HDU/	ENCFF275HDU	/experiments/ENCSR462QZZ/	GRCh38	optimal idr thresholded peaks	1_1,3_1	1,3	/files/ENCFF275HDU/@@download/ENCFF275HDU.bed.gz
/files/ENCFF275WAD/	ENCFF275WAD	/experiments/ENCSR197DJH/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF275WAD/@@download/ENCFF275WAD.bed.gz
/files/ENCFF276BZU/	ENCFF276BZU	/experiments/ENCSR000BIZ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF276BZU/@@download/ENCFF276BZU.bed.gz
/files/ENCFF276RSI/	ENCFF276RSI	/experiments/ENCSR000BNT/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF276RSI/@@download/ENCFF276RSI.bed.gz
