ID	Accession	Dataset	Genome assembly	Output type	Technical replicates	Biological replicates	Download URL	linecount
/files/ENCFF109UAD/	ENCFF109UAD	/experiments/ENCSR541AOQ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF109UAD/@@download/ENCFF109UAD.bed.gz	300000
/files/ENCFF110CRQ/	ENCFF110CRQ	/experiments/ENCSR787RVK/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF110CRQ/@@download/ENCFF110CRQ.bed.gz	300000
/files/ENCFF110EOX/	ENCFF110EOX	/experiments/ENCSR798EGJ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF110EOX/@@download/ENCFF110EOX.bed.gz	4801
/files/ENCFF110JOA/	ENCFF110JOA	/experiments/ENCSR641BSL/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF110JOA/@@download/ENCFF110JOA.bed.gz	300000
/files/ENCFF110UZZ/	ENCFF110UZZ	/experiments/ENCSR753GIA/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF110UZZ/@@download/ENCFF110UZZ.bed.gz	3298
/files/ENCFF111GKS/	ENCFF111GKS	/experiments/ENCSR525YFS/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF111GKS/@@download/ENCFF111GKS.bed.gz	300000
/files/ENCFF111LUX/	ENCFF111LUX	/experiments/ENCSR000BLI/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF111LUX/@@download/ENCFF111LUX.bed.gz	300000
/files/ENCFF111SNO/	ENCFF111SNO	/experiments/ENCSR018MQH/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF111SNO/@@download/ENCFF111SNO.bed.gz	300000
/files/ENCFF113EFE/	ENCFF113EFE	/experiments/ENCSR000BII/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF113EFE/@@download/ENCFF113EFE.bed.gz	21256
/files/ENCFF113NNQ/	ENCFF113NNQ	/experiments/ENCSR233MWH/	GRCh38	peaks and background as input for IDR	2_1,3_1	2,3	/files/ENCFF113NNQ/@@download/ENCFF113NNQ.bed.gz	300000
/files/ENCFF113OWH/	ENCFF113OWH	/experiments/ENCSR283MWQ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF113OWH/@@download/ENCFF113OWH.bed.gz	8833
/files/ENCFF114IQB/	ENCFF114IQB	/experiments/ENCSR000DZD/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF114IQB/@@download/ENCFF114IQB.bed.gz	300000
/files/ENCFF114RXP/	ENCFF114RXP	/experiments/ENCSR638QHV/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF114RXP/@@download/ENCFF114RXP.bed.gz	300000
/files/ENCFF114SRD/	ENCFF114SRD	/experiments/ENCSR000BHF/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF114SRD/@@download/ENCFF114SRD.bed.gz	26804
/files/ENCFF115DWC/	ENCFF115DWC	/experiments/ENCSR670JDQ/	GRCh38	peaks and background as input for IDR	3_1,4_1	3,4	/files/ENCFF115DWC/@@download/ENCFF115DWC.bed.gz	300000
/files/ENCFF115PGE/	ENCFF115PGE	/experiments/ENCSR997NGQ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF115PGE/@@download/ENCFF115PGE.bed.gz	1889
/files/ENCFF115SGI/	ENCFF115SGI	/experiments/ENCSR636YLV/	GRCh38	peaks and background as input for IDR	2_1,3_1	2,3	/files/ENCFF115SGI/@@download/ENCFF115SGI.bed.gz	300000
/files/ENCFF116AMK/	ENCFF116AMK	/experiments/ENCSR597VGC/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF116AMK/@@download/ENCFF116AMK.bed.gz	3806
/files/ENCFF116LXB/	ENCFF116LXB	/experiments/ENCSR423RTK/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF116LXB/@@download/ENCFF116LXB.bed.gz	300000
/files/ENCFF116RCK/	ENCFF116RCK	/experiments/ENCSR000EIA/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF116RCK/@@download/ENCFF116RCK.bed.gz	37523
/files/ENCFF117ART/	ENCFF117ART	/experiments/ENCSR088HZI/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF117ART/@@download/ENCFF117ART.bed.gz	1569
/files/ENCFF117DTC/	ENCFF117DTC	/experiments/ENCSR000DJW/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF117DTC/@@download/ENCFF117DTC.bed.gz	300000
/files/ENCFF117IEQ/	ENCFF117IEQ	/experiments/ENCSR197DJH/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF117IEQ/@@download/ENCFF117IEQ.bed.gz	300000
/files/ENCFF118HUH/	ENCFF118HUH	/experiments/ENCSR000BRS/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF118HUH/@@download/ENCFF118HUH.bed.gz	20930
/files/ENCFF118XHY/	ENCFF118XHY	/experiments/ENCSR000BTW/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF118XHY/@@download/ENCFF118XHY.bed.gz	300000
/files/ENCFF119IJS/	ENCFF119IJS	/experiments/ENCSR583ACG/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF119IJS/@@download/ENCFF119IJS.bed.gz	184239
/files/ENCFF119KFD/	ENCFF119KFD	/experiments/ENCSR217QCK/	GRCh38	optimal idr thresholded peaks	2_1,3_1	2,3	/files/ENCFF119KFD/@@download/ENCFF119KFD.bed.gz	7669
/files/ENCFF119SCQ/	ENCFF119SCQ	/experiments/ENCSR000EFU/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF119SCQ/@@download/ENCFF119SCQ.bed.gz	3986
/files/ENCFF119XBW/	ENCFF119XBW	/experiments/ENCSR000DPS/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF119XBW/@@download/ENCFF119XBW.bed.gz	40314
/files/ENCFF119XFJ/	ENCFF119XFJ	/experiments/ENCSR000BPJ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF119XFJ/@@download/ENCFF119XFJ.bed.gz	48906
/files/ENCFF119YFP/	ENCFF119YFP	/experiments/ENCSR000ASE/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF119YFP/@@download/ENCFF119YFP.bed.gz	300000
/files/ENCFF120BBW/	ENCFF120BBW	/experiments/ENCSR362NWP/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF120BBW/@@download/ENCFF120BBW.bed.gz	300000
/files/ENCFF120CMN/	ENCFF120CMN	/experiments/ENCSR076KZW/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF120CMN/@@download/ENCFF120CMN.bed.gz	1409
/files/ENCFF120CVU/	ENCFF120CVU	/experiments/ENCSR452YHM/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF120CVU/@@download/ENCFF120CVU.bed.gz	300000
/files/ENCFF120HWE/	ENCFF120HWE	/experiments/ENCSR011CKE/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF120HWE/@@download/ENCFF120HWE.bed.gz	300000
/files/ENCFF120JMB/	ENCFF120JMB	/experiments/ENCSR000EFI/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF120JMB/@@download/ENCFF120JMB.bed.gz	300000
/files/ENCFF120NIX/	ENCFF120NIX	/experiments/ENCSR000ARH/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF120NIX/@@download/ENCFF120NIX.bed.gz	300000
/files/ENCFF121FFD/	ENCFF121FFD	/experiments/ENCSR801RPW/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF121FFD/@@download/ENCFF121FFD.bed.gz	300000
/files/ENCFF121PED/	ENCFF121PED	/experiments/ENCSR624GNZ/	GRCh38	optimal idr thresholded peaks	1_1,1_2,2_1,2_2	1,2	/files/ENCFF121PED/@@download/ENCFF121PED.bed.gz	973
/files/ENCFF121WVU/	ENCFF121WVU	/experiments/ENCSR000EWL/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF121WVU/@@download/ENCFF121WVU.bed.gz	300000
/files/ENCFF122FVR/	ENCFF122FVR	/experiments/ENCSR696MBC/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF122FVR/@@download/ENCFF122FVR.bed.gz	2525
/files/ENCFF122IMV/	ENCFF122IMV	/experiments/ENCSR785YRL/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF122IMV/@@download/ENCFF122IMV.bed.gz	26641
/files/ENCFF122MRV/	ENCFF122MRV	/experiments/ENCSR000BKP/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF122MRV/@@download/ENCFF122MRV.bed.gz	300000
/files/ENCFF123BYP/	ENCFF123BYP	/experiments/ENCSR727PIC/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF123BYP/@@download/ENCFF123BYP.bed.gz	10059
/files/ENCFF123WWM/	ENCFF123WWM	/experiments/ENCSR000BNW/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF123WWM/@@download/ENCFF123WWM.bed.gz	300000
/files/ENCFF123XHW/	ENCFF123XHW	/experiments/ENCSR919CZU/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF123XHW/@@download/ENCFF123XHW.bed.gz	300000
/files/ENCFF124EMM/	ENCFF124EMM	/experiments/ENCSR768HOH/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF124EMM/@@download/ENCFF124EMM.bed.gz	300000
/files/ENCFF124HAC/	ENCFF124HAC	/experiments/ENCSR000BLO/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF124HAC/@@download/ENCFF124HAC.bed.gz	15818
/files/ENCFF124ITH/	ENCFF124ITH	/experiments/ENCSR569ARC/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF124ITH/@@download/ENCFF124ITH.bed.gz	16493
/files/ENCFF124SQG/	ENCFF124SQG	/experiments/ENCSR712FAM/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF124SQG/@@download/ENCFF124SQG.bed.gz	300000
/files/ENCFF124TNM/	ENCFF124TNM	/experiments/ENCSR000BHH/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF124TNM/@@download/ENCFF124TNM.bed.gz	300000
/files/ENCFF125MEN/	ENCFF125MEN	/experiments/ENCSR552XSN/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF125MEN/@@download/ENCFF125MEN.bed.gz	43660
/files/ENCFF125UKX/	ENCFF125UKX	/experiments/ENCSR823ADL/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF125UKX/@@download/ENCFF125UKX.bed.gz	8480
/files/ENCFF126IZP/	ENCFF126IZP	/experiments/ENCSR604CNJ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF126IZP/@@download/ENCFF126IZP.bed.gz	1629
/files/ENCFF126KGW/	ENCFF126KGW	/experiments/ENCSR101FJS/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF126KGW/@@download/ENCFF126KGW.bed.gz	10708
/files/ENCFF126LMQ/	ENCFF126LMQ	/experiments/ENCSR476BQA/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF126LMQ/@@download/ENCFF126LMQ.bed.gz	300000
/files/ENCFF126LQE/	ENCFF126LQE	/experiments/ENCSR315NNL/	GRCh38	peaks and background as input for IDR	1_1,3_1	1,3	/files/ENCFF126LQE/@@download/ENCFF126LQE.bed.gz	300000
/files/ENCFF126UZX/	ENCFF126UZX	/experiments/ENCSR946ZLI/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF126UZX/@@download/ENCFF126UZX.bed.gz	300000
/files/ENCFF127HJG/	ENCFF127HJG	/experiments/ENCSR996DUT/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF127HJG/@@download/ENCFF127HJG.bed.gz	1767
/files/ENCFF127PKO/	ENCFF127PKO	/experiments/ENCSR125ULS/	GRCh38	optimal idr thresholded peaks	2_1,3_1	2,3	/files/ENCFF127PKO/@@download/ENCFF127PKO.bed.gz	24201
/files/ENCFF128EAB/	ENCFF128EAB	/experiments/ENCSR000DYI/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF128EAB/@@download/ENCFF128EAB.bed.gz	300000
/files/ENCFF128OWK/	ENCFF128OWK	/experiments/ENCSR000ARH/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF128OWK/@@download/ENCFF128OWK.bed.gz	2231
/files/ENCFF128TUP/	ENCFF128TUP	/experiments/ENCSR681WHQ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF128TUP/@@download/ENCFF128TUP.bed.gz	9430
/files/ENCFF128WXR/	ENCFF128WXR	/experiments/ENCSR522LDJ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF128WXR/@@download/ENCFF128WXR.bed.gz	3343
/files/ENCFF129ADK/	ENCFF129ADK	/experiments/ENCSR987PBI/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF129ADK/@@download/ENCFF129ADK.bed.gz	300000
/files/ENCFF129BKD/	ENCFF129BKD	/experiments/ENCSR000BUW/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF129BKD/@@download/ENCFF129BKD.bed.gz	300000
/files/ENCFF129LFO/	ENCFF129LFO	/experiments/ENCSR213VUI/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF129LFO/@@download/ENCFF129LFO.bed.gz	300000
/files/ENCFF129RNC/	ENCFF129RNC	/experiments/ENCSR000DNM/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF129RNC/@@download/ENCFF129RNC.bed.gz	300000
/files/ENCFF129ZZX/	ENCFF129ZZX	/experiments/ENCSR000BIA/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF129ZZX/@@download/ENCFF129ZZX.bed.gz	27921
/files/ENCFF130OGF/	ENCFF130OGF	/experiments/ENCSR418NZA/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF130OGF/@@download/ENCFF130OGF.bed.gz	12068
/files/ENCFF130TPD/	ENCFF130TPD	/experiments/ENCSR000BNN/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF130TPD/@@download/ENCFF130TPD.bed.gz	5726
/files/ENCFF130UAY/	ENCFF130UAY	/experiments/ENCSR404BPV/	GRCh38	peaks and background as input for IDR	1_1,1_2,2_1	1,2	/files/ENCFF130UAY/@@download/ENCFF130UAY.bed.gz	300000
/files/ENCFF130WXB/	ENCFF130WXB	/experiments/ENCSR000EWJ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF130WXB/@@download/ENCFF130WXB.bed.gz	279754
/files/ENCFF131DDP/	ENCFF131DDP	/experiments/ENCSR465BWW/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF131DDP/@@download/ENCFF131DDP.bed.gz	11896
/files/ENCFF131FBO/	ENCFF131FBO	/experiments/ENCSR764YDL/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF131FBO/@@download/ENCFF131FBO.bed.gz	300000
/files/ENCFF131JCR/	ENCFF131JCR	/experiments/ENCSR051OUX/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF131JCR/@@download/ENCFF131JCR.bed.gz	300000
/files/ENCFF131RPK/	ENCFF131RPK	/experiments/ENCSR474CVP/	GRCh38	peaks and background as input for IDR	1_1,3_1	1,3	/files/ENCFF131RPK/@@download/ENCFF131RPK.bed.gz	300000
/files/ENCFF131WCK/	ENCFF131WCK	/experiments/ENCSR000EGT/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF131WCK/@@download/ENCFF131WCK.bed.gz	300000
/files/ENCFF132FHH/	ENCFF132FHH	/experiments/ENCSR044FMM/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF132FHH/@@download/ENCFF132FHH.bed.gz	300000
/files/ENCFF132LKV/	ENCFF132LKV	/experiments/ENCSR000DYY/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF132LKV/@@download/ENCFF132LKV.bed.gz	300000
/files/ENCFF132UAB/	ENCFF132UAB	/experiments/ENCSR707BNG/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF132UAB/@@download/ENCFF132UAB.bed.gz	7060
/files/ENCFF133AJO/	ENCFF133AJO	/experiments/ENCSR851BNE/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF133AJO/@@download/ENCFF133AJO.bed.gz	300000
/files/ENCFF133ARA/	ENCFF133ARA	/experiments/ENCSR736ZKL/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF133ARA/@@download/ENCFF133ARA.bed.gz	300000
/files/ENCFF133HQQ/	ENCFF133HQQ	/experiments/ENCSR894QWM/	GRCh38	peaks and background as input for IDR	1_1,1_2,2_1	1,2	/files/ENCFF133HQQ/@@download/ENCFF133HQQ.bed.gz	300000
/files/ENCFF133KSG/	ENCFF133KSG	/experiments/ENCSR000BOV/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF133KSG/@@download/ENCFF133KSG.bed.gz	300000
/files/ENCFF133TMS/	ENCFF133TMS	/experiments/ENCSR513MGG/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF133TMS/@@download/ENCFF133TMS.bed.gz	300000
/files/ENCFF134HBP/	ENCFF134HBP	/experiments/ENCSR479QAJ/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF134HBP/@@download/ENCFF134HBP.bed.gz	134
/files/ENCFF134HQP/	ENCFF134HQP	/experiments/ENCSR343ELW/	GRCh38	optimal idr thresholded peaks	3_1,4_1	3,4	/files/ENCFF134HQP/@@download/ENCFF134HQP.bed.gz	21958
/files/ENCFF134JLR/	ENCFF134JLR	/experiments/ENCSR720HUL/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF134JLR/@@download/ENCFF134JLR.bed.gz	23204
/files/ENCFF136TPA/	ENCFF136TPA	/experiments/ENCSR185QFX/	GRCh38	peaks and background as input for IDR	2_1,3_1	2,3	/files/ENCFF136TPA/@@download/ENCFF136TPA.bed.gz	300000
/files/ENCFF136ZAK/	ENCFF136ZAK	/experiments/ENCSR000DTL/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF136ZAK/@@download/ENCFF136ZAK.bed.gz	62092
/files/ENCFF137ABA/	ENCFF137ABA	/experiments/ENCSR000BGF/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF137ABA/@@download/ENCFF137ABA.bed.gz	300000
/files/ENCFF137BRA/	ENCFF137BRA	/experiments/ENCSR859FDL/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF137BRA/@@download/ENCFF137BRA.bed.gz	32404
/files/ENCFF137FMN/	ENCFF137FMN	/experiments/ENCSR194KWL/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF137FMN/@@download/ENCFF137FMN.bed.gz	1954
/files/ENCFF137JHO/	ENCFF137JHO	/experiments/ENCSR294JWV/	GRCh38	optimal idr thresholded peaks	2_1,3_1	2,3	/files/ENCFF137JHO/@@download/ENCFF137JHO.bed.gz	11426
/files/ENCFF137OEY/	ENCFF137OEY	/experiments/ENCSR000BKE/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF137OEY/@@download/ENCFF137OEY.bed.gz	4081
/files/ENCFF137ZTF/	ENCFF137ZTF	/experiments/ENCSR000BPI/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF137ZTF/@@download/ENCFF137ZTF.bed.gz	29638
/files/ENCFF138DFB/	ENCFF138DFB	/experiments/ENCSR076KZW/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF138DFB/@@download/ENCFF138DFB.bed.gz	300000
/files/ENCFF138FNX/	ENCFF138FNX	/experiments/ENCSR094WHO/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF138FNX/@@download/ENCFF138FNX.bed.gz	300000
/files/ENCFF138HLO/	ENCFF138HLO	/experiments/ENCSR000EFN/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF138HLO/@@download/ENCFF138HLO.bed.gz	167150
/files/ENCFF138HMJ/	ENCFF138HMJ	/experiments/ENCSR098YLE/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF138HMJ/@@download/ENCFF138HMJ.bed.gz	53019
/files/ENCFF138KEH/	ENCFF138KEH	/experiments/ENCSR000EFJ/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF138KEH/@@download/ENCFF138KEH.bed.gz	300000
/files/ENCFF138NNW/	ENCFF138NNW	/experiments/ENCSR000BQB/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF138NNW/@@download/ENCFF138NNW.bed.gz	300000
/files/ENCFF138ZBJ/	ENCFF138ZBJ	/experiments/ENCSR000BQL/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF138ZBJ/@@download/ENCFF138ZBJ.bed.gz	16004
/files/ENCFF139BWF/	ENCFF139BWF	/experiments/ENCSR715UCI/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF139BWF/@@download/ENCFF139BWF.bed.gz	300000
/files/ENCFF139EBY/	ENCFF139EBY	/experiments/ENCSR000EFG/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF139EBY/@@download/ENCFF139EBY.bed.gz	10920
/files/ENCFF139RCX/	ENCFF139RCX	/experiments/ENCSR000DMH/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF139RCX/@@download/ENCFF139RCX.bed.gz	23955
/files/ENCFF140FCK/	ENCFF140FCK	/experiments/ENCSR000BJS/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF140FCK/@@download/ENCFF140FCK.bed.gz	300000
/files/ENCFF140PUO/	ENCFF140PUO	/experiments/ENCSR000EDS/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF140PUO/@@download/ENCFF140PUO.bed.gz	14555
/files/ENCFF140XNR/	ENCFF140XNR	/experiments/ENCSR279IEM/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF140XNR/@@download/ENCFF140XNR.bed.gz	300000
/files/ENCFF141BNU/	ENCFF141BNU	/experiments/ENCSR729LGA/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF141BNU/@@download/ENCFF141BNU.bed.gz	300000
/files/ENCFF141MTA/	ENCFF141MTA	/experiments/ENCSR261VAS/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF141MTA/@@download/ENCFF141MTA.bed.gz	41806
/files/ENCFF141UZZ/	ENCFF141UZZ	/experiments/ENCSR252QYR/	GRCh38	peaks and background as input for IDR	1_1,1_2,2_1	1,2	/files/ENCFF141UZZ/@@download/ENCFF141UZZ.bed.gz	300000
/files/ENCFF142JGU/	ENCFF142JGU	/experiments/ENCSR626VUC/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF142JGU/@@download/ENCFF142JGU.bed.gz	300000
/files/ENCFF143EAJ/	ENCFF143EAJ	/experiments/ENCSR603XLW/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF143EAJ/@@download/ENCFF143EAJ.bed.gz	300000
/files/ENCFF143GQW/	ENCFF143GQW	/experiments/ENCSR000BPI/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF143GQW/@@download/ENCFF143GQW.bed.gz	300000
/files/ENCFF143HEE/	ENCFF143HEE	/experiments/ENCSR254YRM/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF143HEE/@@download/ENCFF143HEE.bed.gz	38935
/files/ENCFF143MMO/	ENCFF143MMO	/experiments/ENCSR950ACO/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF143MMO/@@download/ENCFF143MMO.bed.gz	300000
/files/ENCFF143UEB/	ENCFF143UEB	/experiments/ENCSR000BQA/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF143UEB/@@download/ENCFF143UEB.bed.gz	300000
/files/ENCFF144JNX/	ENCFF144JNX	/experiments/ENCSR000DMH/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF144JNX/@@download/ENCFF144JNX.bed.gz	184532
/files/ENCFF144OPN/	ENCFF144OPN	/experiments/ENCSR109ODF/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF144OPN/@@download/ENCFF144OPN.bed.gz	4921
/files/ENCFF144TBQ/	ENCFF144TBQ	/experiments/ENCSR000EDN/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF144TBQ/@@download/ENCFF144TBQ.bed.gz	15481
/files/ENCFF144VMM/	ENCFF144VMM	/experiments/ENCSR810WXH/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF144VMM/@@download/ENCFF144VMM.bed.gz	15888
/files/ENCFF145AYG/	ENCFF145AYG	/experiments/ENCSR000EHC/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF145AYG/@@download/ENCFF145AYG.bed.gz	300000
/files/ENCFF145TAH/	ENCFF145TAH	/experiments/ENCSR000HPG/	GRCh38	peaks and background as input for IDR	1_1,3_1	1,3	/files/ENCFF145TAH/@@download/ENCFF145TAH.bed.gz	300000
/files/ENCFF145USV/	ENCFF145USV	/experiments/ENCSR011CKE/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF145USV/@@download/ENCFF145USV.bed.gz	29235
/files/ENCFF146URA/	ENCFF146URA	/experiments/ENCSR480LIS/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF146URA/@@download/ENCFF146URA.bed.gz	27820
/files/ENCFF147EOZ/	ENCFF147EOZ	/experiments/ENCSR000BQD/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF147EOZ/@@download/ENCFF147EOZ.bed.gz	300000
/files/ENCFF147RDL/	ENCFF147RDL	/experiments/ENCSR912NMR/	GRCh38	peaks and background as input for IDR	1_1,2_1	1,2	/files/ENCFF147RDL/@@download/ENCFF147RDL.bed.gz	300000
/files/ENCFF147YCW/	ENCFF147YCW	/experiments/ENCSR847XGE/	GRCh38	optimal idr thresholded peaks	1_1,2_1	1,2	/files/ENCFF147YCW/@@download/ENCFF147YCW.bed.gz	90007
